name,road_address,latitude,longitude,toilet_type,open_time_type
설천면 구천보건진료소 화장실,전북특별자치도 무주군 설천면 구천동로 833,35.904769,127.7820181,공중화장실,정시
개안마을 이동식화장실,,35.9668039,127.7184389,공중화장실,상시
적상 초리마을,,35.9823197,127.6988842,공중화장실,상시
최북미술관 1층,전북특별자치도 무주군 무주읍  최북로 15,36.0029326,127.6652523,공중화장실,정시
부영아파트 앞 공원(무주공원),전북특별자치도 무주군 무주읍 신교로 38,36.0091922,127.6673718,공중화장실,상시
안성면 게이트볼장 2,전북특별자치도 무주군 안성면 구량천로 74,35.8703861,127.6500934,공중화장실,정시
안성면 체육공원 이동식화장실,,35.8703861,127.6500934,공중화장실,상시
무풍면 게이트볼장,전북특별자치도 무주군 무풍면 대덕산로 908,35.9669261,127.844836,공중화장실,상시
덕산주유소,전북특별자치도 무주군 적상면 무주로 1129-20,35.9310146,127.6750267,개방화장실,정시
무주농민의집,전북특별자치도 무주군 무주읍  한풍루로 412,36.0047086,127.6709181,공중화장실,정시
향적봉 화장실,,35.8894744,127.7732426,개방화장실,정시
곤충박물관 1층,전북특별자치도 무주군 설천면  무설로 1324,36.0128225,127.7586725,공중화장실,상시
잠두2교 나그네가든옆 이동식화장실,,35.9867009,127.5859782,공중화장실,상시
적상면 생활체육공원,전북특별자치도 무주군 적상면 구억로 43,35.9423174,127.6571567,공중화장실,상시
용추계곡 다리건너 공용 이동식화장실,,35.8450923,127.6817992,공중화장실,상시
어린이공원(도시공원),전북특별자치도 무주군 무주읍  교동길 27-2,36.0091276,127.6657196,공중화장실,상시
대덕산장터,전북특별자치도 무주군 무풍면 현내로 213,35.9694415,127.8490969,공중화장실,상시
방이리계곡 이동식화장실,,35.9674279,127.6100876,공중화장실,상시
안심대상부,,35.8815894,127.77777,개방화장실,정시
설천면 생활체육공원,전북특별자치도 무주군 설천면  상평지길 20,36.008937,127.7911219,공중화장실,상시
머루와인동굴 화장실,전북특별자치도 무주군 적상면 산성로 359,35.9648263,127.697625,개방화장실,정시
무주주유소,전북특별자치도 무주군 무주읍 한풍루로 280,36.0025148,127.6569536,개방화장실,정시
무주농협부남지점,전북특별자치도 무주군 부남면 부남로 866-2,35.9722127,127.5597382,개방화장실,정시
구천동주차장,전북특별자치도 무주군 설천면 구천동1로 167,35.9017241,127.7760892,개방화장실,상시
구천동 탐방로 화장실,전북특별자치도 무주군 설천면 백련사길 21,35.8952512,127.7762475,공중화장실,정시
파출소 앞 이동식화장실,,35.9664774,127.5594581,공중화장실,상시
국립덕유산자연휴양림  체험실 화장실,전북특별자치도 무주군 무풍면 구천동로 530-62,35.9087532,127.8150009,공중화장실,상시
백련사,전북특별자치도 무주군 설천면 백련사길 580,35.8601082,127.766157,개방화장실,상시
사계절썰매장,전북특별자치도 무주군 설천면  무설로 1324,36.0128225,127.7586725,공중화장실,상시
구천동탐방지원센터 화장실,,35.8963687,127.7765469,개방화장실,정시
적상면 삼방보건진료소 화장실,전북특별자치도 무주군 적상면 장삼재로 467-6,35.9207399,127.613579,공중화장실,정시
리조트삼거리부근이동식화장실,,35.9090815,127.7597129,공중화장실,상시
무주농협주유소,전북특별자치도 무주군 적상면 적상산로 8,35.9415571,127.6592501,개방화장실,상시
덕유산(하남)휴게소,전북특별자치도 무주군 안성면 통영대전고속도로 148,35.8160345,127.6463683,개방화장실,상시
무주안성우체국 화장실,전북특별자치도 무주군 안성면 시장윗길 6,35.867869,127.654162,개방화장실,정시
천문과학관 (별관 1층),전북특별자치도 무주군 설천면  무설로 1324,36.0128225,127.7586725,공중화장실,상시
무주향교,전북특별자치도 무주군 무주읍  단천로 133,36.0080808,127.6657371,공중화장실,정시
광산주유소,전북특별자치도 무주군 무주읍 무학로 26,36.0128402,127.6769635,개방화장실,정시
용포리다리밑이동식화장실,,35.9876101,127.616681,공중화장실,상시
적상주유소,전북특별자치도 무주군 적상면 치마재로 62,35.9157629,127.6827678,개방화장실,정시
율소체육공원 이동식화장실,,35.9883214,127.5689872,공중화장실,상시
무주군 농어촌 지원센터 공중화장실,전북특별자치도 무주군 적상면 서창로 89,35.9493778,127.6710858,공중화장실,상시
부남면 다목적강당,전북특별자치도 무주군 부남면  부남로 892-8,35.9742973,127.5593426,공중화장실,상시
도소마을 앞 이동식화장실,,35.9733425,127.5502625,공중화장실,상시
지전마을이동식화장실,,36.0276974,127.7445161,공중화장실,상시
가옥주유소,전북특별자치도 무주군 무주읍 무금로 43,35.9683793,127.6559761,개방화장실,정시
구천동 관광특구 다목적광장 공중화장실,전북특별자치도 무주군 설천면 백련사길 21,35.8952512,127.7762475,공중화장실,정시
유평다리 옆 이동식화장실,,35.9618421,127.5579517,공중화장실,상시
안성면 공진보건진료소 화장실,전북특별자치도 무주군 안성면 장무로 1561,35.828757,127.6401202,공중화장실,정시
안성주유소,전북특별자치도 무주군 안성면 안성로 256,35.8643746,127.6529123,개방화장실,정시
부남면 보건지소,전북특별자치도 무주군 부남면 대소길 3,35.9738242,127.5590922,공중화장실,상시
국립덕유산자연휴양림 위생복합시설,전북특별자치도 무주군 무풍면 구천동로 530-63,35.9087532,127.8150009,공중화장실,상시
국립덕유산자연휴양림 숲속수련장 화장실,전북특별자치도 무주군 무풍면 구천동로 530-64,35.9087532,127.8150009,공중화장실,상시
무주우체국 2층 화장실,전북특별자치도 무주군 무주읍 주계로 100,36.0062362,127.6611806,개방화장실,정시
무주예체문화관 2층,전북특별자치도 무주군 무주읍  한풍루로 326-17,36.0022087,127.662669,공중화장실,상시
올림픽주유소,전북특별자치도 무주군 적상면 치마재로 165,35.9201507,127.6865554,개방화장실,정시
덕유산주유소,전북특별자치도 무주군 적상면 치마재로 447,35.9306389,127.7143032,개방화장실,정시
제일공원(도시공원) 무주초 테니스장,,36.0115078,127.6612941,공중화장실,상시
안성면행정복지센터,전북특별자치도 무주군 안성면  안성로 246-17,35.8634663,127.6530697,공중화장실,상시
다성주유소,전북특별자치도 무주군 무주읍 무금로 269,35.990562,127.6246055,개방화장실,정시
적상면 보건지소,전북특별자치도 무주군 적상면 적상산로 51,35.9456226,127.6595873,공중화장실,정시
열린화장실(군청 앞),전북특별자치도 무주군 무주읍  주계로 98,36.006287,127.6608356,공중화장실,상시
부남 도소 공중화장실,,35.9729385,127.5502771,공중화장실,상시
옥녀가든 약수터 가든 옆 이동식화장실,전북특별자치도 무주군 부남면  부남로 623,35.9521213,127.5639034,공중화장실,상시
안성면 보건지소 화장실,전북특별자치도 무주군 안성면 안성로 253,35.8644699,127.6524198,공중화장실,정시
무주농업기술센터,전북특별자치도 무주군 무주읍  한풍루로 416,36.0042978,127.6713485,공중화장실,정시
원촌주유소,전북특별자치도 무주군 안성면 장무로 1371,35.8142172,127.6310751,개방화장실,정시
무주설천우체국 화장실,전북특별자치도 무주군 설천면 무설로 1606,36.0079881,127.7886846,개방화장실,정시
전통생활문화체험관,전북특별자치도 무주군 무주읍  최북로 15,36.0029326,127.6652523,공중화장실,상시
교동 삼거리 이동식화장실,,35.9061806,127.5881115,공중화장실,상시
부남면 선별장,전북특별자치도 무주군 부남면 부남로 358,35.9319066,127.570808,공중화장실,상시
상가저수지 이동식화장실,,35.8895892,127.6597354,공중화장실,상시
남양주유소,전북특별자치도 무주군 적상면 적상산로 124,35.9515038,127.6621151,개방화장실,정시
수성대 화장실,,35.958509,127.7682077,개방화장실,정시
반디랜드 야영지 1,전북특별자치도 무주군 설천면  무설로 1324,36.0128225,127.7586725,공중화장실,상시
대차리공원(이동식),,36.0036291,127.6210975,공중화장실,상시
무주읍 공용버스터미널,전북특별자치도 무주군 무주읍 한풍루로 351,36.0047238,127.6643863,공중화장실,상시
부남면 장안보건진료소 화장실,전북특별자치도 무주군 부남면 노루재로 556,35.906219,127.5911506,공중화장실,정시
무주 당산대교,,36.0035275,127.6502157,공중화장실,상시
백운산생태관 2층,전북특별자치도 무주군 설천면  무설로 1324,36.0128225,127.7586725,공중화장실,상시
전통테마파크 야외화장실,전북특별자치도 무주군 무주읍 최북로 15,36.0025275,127.6652497,공중화장실,상시
적상면 보건지소 화장실,전북특별자치도 무주군 적상면 적상산로 51,35.9456226,127.6595873,공중화장실,정시
구천동 관광특구 다목적 광장 공중화장실,전북특별자치도 무주군 설천면  백련사길 21,35.8952512,127.7762475,공중화장실,상시
장계시외버스터미널 화장실,전북특별자치도 장수군 장계면 한들로 90-1,35.7309391,127.582066,개방화장실,상시
산서터미널 화장실,전북특별자치도 장수군 산서면 비행로 8,35.58538875,127.393889,공중화장실,상시
용광주유소 화장실,"전북특별자치도 장수군 천천면 진장로 1522(용광리 169), 용광주유소",35.7508434,127.5424877,공중화장실,상시
장수 누리파크 홍보관 화장실,전북특별자치도 장수군 장수읍 논개사당길 65,35.64107155,127.5232498,공중화장실,상시
고속주유소 화장실,전북특별자치도 장수군 번암면 장수로 119(대론리),35.5049745,127.5266951,공중화장실,정시
와룡리 제1야영장 화장실,전북특별자치도 장수군 천천면 비룡로 632,35.67621776,127.4772192,공중화장실,상시
애플스토리원 외부화장실,전북특별자치도 장수군 장수읍 논개사당길 65,35.64107155,127.5232498,공중화장실,상시
방촌공원 화장실,전북특별자치도 장수군 장수읍 방촌길 11,35.64724556,127.5194387,공중화장실,상시
장안산 군립공원 화장실,전북특별자치도 장수군 장수읍 덕산리 760,35.605621,127.546192,공중화장실,상시
계남면 주차장 화장실,전북특별자치도 장수군 계남면 고정길 8-17,35.703159,127.5787305,공중화장실,상시
장수공용버스터미널 화장실,전북특별자치도 장수군 장수읍 장천로 175,35.64827446,127.518266,개방화장실,상시
산서복지회관 화장실,"전북특별자치도 장수군 산서면 비행로 39-7 (동화리133-1, 산서복지회관)",35.5856882,127.3967743,개방화장실,정시
동화보건진료소 화장실,"전북특별자치도 장수군 번암면 지지로 619 (동화리604, 동화보건진료소)",35.568579,127.5565537,개방화장실,정시
장계 시장 화장실 2,전북특별자치도 장수군 장계면 시장천변길 36,35.7295149,127.582178,공중화장실,상시
뜬봉샘생태공원 2층화장실,"전북특별자치도 장수군 장수읍 물뿌랭이길 10-18, 뜬봉샘생태공원조성",35.5921181,127.5013315,개방화장실,정시
장수 논개사당 화장실,전북특별자치도 장수군 장수읍 논개사당길 41,35.6429425,127.5221603,공중화장실,상시
물빛공원 화장실,전북특별자치도 장수군 번암면 지지로 97-21,35.54060133,127.5425556,공중화장실,상시
치유의숲 외부화장실,전북특별자치도 장수군 장수읍 논개사당길 65,35.64107155,127.5232498,공중화장실,상시
방화동 청소년 야영장 화장실,전북특별자치도 장수군 번암면 방화동로 778,35.59064179,127.5268761,공중화장실,상시
산서보건지소 화장실,"전북특별자치도 장수군 산서면 비행로 39-3 (동화리130-1, 산서면보건지소)",35.5852603,127.3965035,개방화장실,상시
봉화산 주차장 화장실,전북특별자치도 장수군 번암면 봉화산로 349,35.5278872,127.5635066,공중화장실,상시
장계농협주유소 화장실,전북특별자치도 장수군 장계면 장무로 203,35.7292081,127.5830896,공중화장실,상시
장수군청,"전북특별자치도 장수군 장수읍 호비로 10 (장수리, 장수군청)",35.6474569,127.5212287,개방화장실,정시
번암종합복지관,"전북특별자치도 장수군 번암면 장수로 480 (노단리1186, 번암종합복지관)",35.531155,127.5440503,개방화장실,정시
논개생가지 주차장 화장실,전북특별자치도 장수군 장계면 의암로 558,35.67921997,127.6212311,공중화장실,상시
무룡고개(번암)화장실,전북특별자치도 장수군 번암면 지지로 1794,35.6409414,127.6149457,공중화장실,상시
산서주차장 화장실,전북특별자치도 장수군 산서면 보산로 1865-6,35.5840342,127.3950454,공중화장실,정시
장계 현대주유소 화장실,전북특별자치도 장수군 장계면 장무로 420,35.7465367,127.5902187,공중화장실,상시
방화동 체육광장 화장실,전북특별자치도 장수군 번암면 방화동로 778,35.59064179,127.5268761,공중화장실,상시
계북면주민자치센터,"전북특별자치도 장수군 계북면 장무로 962-5 (어전리, 계북면주민자치센터)",35.7852697,127.6133523,개방화장실,상시
와룡 숲속의집 화장실,전북특별자치도 장수군 천천면 비룡로 632,35.67621776,127.4772192,공중화장실,상시
수분주유소 화장실,"전북특별자치도 장수군 장수읍 장수로 1450 (수분리, 수분령휴게소)",35.5873936,127.5034199,공중화장실,상시
아리랑주유소 화장실,전북특별자치도 장수군 계남면 장무로 117,35.7213241,127.5831247,공중화장실,상시
하월보건진료소 화장실,"전북특별자치도 장수군 산서면 신등길 27-7 (하월리, 하월보건진료소)",35.5641673,127.3888214,개방화장실,정시
산서면사무소 화장실,"전북특별자치도 장수군 산서면 보산로 1858 (동화리, 산서면사무소)",35.5841162,127.3963788,개방화장실,정시
번암면사무소 화장실,"전북특별자치도 장수군 번암면 장수로 485 (노단리, 번암면사무소)",35.5319655,127.5438565,개방화장실,정시
장계체련공원 화장실,전북특별자치도 장수군 장계면 체육공원길 40,35.72841867,127.5903109,공중화장실,상시
의암전망대,전북특별자치도 장수군 장수읍 아건너길 40-7,35.67921997,127.6212311,공중화장실,상시
방화동 휴양동 화장실,전북특별자치도 장수군 번암면 방화동로 778,35.59064179,127.5268761,공중화장실,상시
계북면 보건지소 화장실,"전북특별자치도 장수군 계북면 장무로 962-4 (어전리, 계북면보건지소)",35.7850905,127.6129835,개방화장실,정시
뜬봉샘생태공원 1층화장실,"전북특별자치도 장수군 장수읍 물뿌랭이길 10-18, 뜬봉샘생태공원조성",35.5921181,127.5013315,개방화장실,정시
방화동 오토캠핑장 화장실2,전북특별자치도 장수군 번암면 방화동로 778,35.59064179,127.5268761,공중화장실,상시
계남문예복지관 화장실,"전북특별자치도 장수군 계남면 유천길 5(화음리, 계남복지회관)",35.7044874,127.5786279,개방화장실,정시
장계 시장 화장실 1,전북특별자치도 장수군 장계면 시장천변길 36,35.7295149,127.582178,공중화장실,상시
논개생가지 기념관 화장실,전북특별자치도 장수군 장계면 의암로 558,35.67921997,127.6212311,공중화장실,상시
와룡 휴양림 각시소 화장실,전북특별자치도 장수군 천천면 비룡로 632,35.67621776,127.4772192,공중화장실,상시
산서 오룡주유소 화장실,전북특별자치도 장수군 산서면 보산로 1754(이룡리 157-4),35.5771975,127.4041916,공중화장실,상시
무룡고개(장계)화장실,전북특별자치도 장수군 장계면 의암로 19,35.6442,127.6162,공중화장실,상시
와룡리 수영장 화장실,전북특별자치도 장수군 천천면 비룡로 632,35.67621776,127.4772192,공중화장실,상시
와룡 썰매장 화장실,전북특별자치도 장수군 천천면 비룡로 632,35.67621776,127.4772192,공중화장실,상시
의암공원 내 공중화장실,전북특별자치도 장수군 장수읍 장수리 115-1,35.6449186,127.5221611,공중화장실,상시
두산주유소,"전북특별자치도 장수군 장수읍 장천로 120 (두산리, 장수라이온스클럽)",35.6431219,127.5173957,공중화장실,상시
방화동 산림문화관 화장실,전북특별자치도 장수군 번암면 방화동로 778,35.59064179,127.5268761,공중화장실,상시
장수농협 클린주유소 화장실,"전북특별자치도 장수군 장수읍 장천로 194, 장수농협주유소",35.6495537,127.5193066,공중화장실,상시
계남면사무소 화장실,"전북특별자치도 장수군 계남면 장수로 3071(화음리, 계남면사무소)",35.7029391,127.5776671,개방화장실,상시
장수군보건의료원 화장실,"전북특별자치도 장수군 장수읍 장천로 245 (장수리, 장수읍사무소, 장수군장수읍대, 장애인협회)",35.6544646,127.5201506,개방화장실,상시
산서시장 화장실,전북특별자치도 장수군 산서면 보산로 1864-11,35.58449533,127.3958889,공중화장실,상시
번암보건지소 화장실,"전북특별자치도 장수군 번암면 신평로 319 (노단리1038, 번암면보건지소)",35.5333554,127.5452141,개방화장실,상시
한누리전당,전북특별자치도 장수군 장수읍 한누리로 393,35.6410352,127.518089,공중화장실,상시
와룡리 야영데크장 화장실,전북특별자치도 장수군 천천면 비룡로 632,35.67621776,127.4772192,공중화장실,상시
노하숲 공원 화장실,전북특별자치도 장수군 장수읍 노하숲길 84,35.653779,127.515967,공중화장실,상시
계북주유소 화장실,전북특별자치도 장수군 계북면 장무로 982,35.7867078,127.6144842,공중화장실,상시
장수 누리파크 오토캠핑장,전북특별자치도 장수군 장수읍 논개사당길 65,35.64107155,127.5232498,공중화장실,상시
동화주유소 화장실,전북특별자치도 장수군 산서면 충효로 2848 (동화리),35.5848143,127.3917579,공중화장실,상시
장수영업소 화장실,전북특별자치도 장수군 계남면 장무로,35.712956,127.587509,개방화장실,상시
계북면사무소 화장실,"전북특별자치도 장수군 계북면 장무로 961 (어전리, 계북면사무소)",35.7855796,127.6125362,개방화장실,정시
시동강공원 화장실(번암시장),전북특별자치도 장수군 번암면 신평로 319,35.53337786,127.5454708,공중화장실,정시
마하보건진료소 화장실,"전북특별자치도 장수군 산서면 평촌길 6 (마하리, 마하보건진료소)",35.5935171,127.4122751,개방화장실,정시
장수읍사무소 화장실,"전북특별자치도 장수군 장수읍 장천로 245 (장수리, 장수읍사무소, 장수군장수읍대, 장애인협회)",35.654323,127.5198368,개방화장실,정시
와룡리 제3야영장 화장실,전북특별자치도 장수군 천천면 비룡로 632,35.67621776,127.4772192,공중화장실,상시
장수시장 화장실,전북특별자치도 장수군 장수읍 시장로 11,35.649185,127.517472,공중화장실,상시
방화동 산림문화 휴양관 화장실,전북특별자치도 장수군 번암면 방화동로 778,35.59064179,127.5268761,공중화장실,상시
장수 의암공원 화장실,전북특별자치도 장수군 장수읍 한누리로 393,35.6411154,127.5181094,공중화장실,상시
방화동 목재문화 체험장 화장실,전북특별자치도 장수군 번암면 방화동로 778,35.59064179,127.5268761,공중화장실,상시
덕유산(통영)휴게소,전북특별자치도 장수군 계북면 통영대전고속도로 147,35.813694,127.643224,공중화장실,상시
장계면사무소 화장실,"전북특별자치도 장수군 장계면 한들로 153-3 (장계리, 장계면사무소)",35.7318909,127.5889888,개방화장실,정시
장계가스충전소,전북특별자치도 장수군 계남면 장무로 146,35.7241597,127.5835089,공중화장실,상시
장계문예복지관 화장실,"전북특별자치도 장수군 장계면 백화로 60 (장계리, 장계문예복지관)",35.7309821,127.5890313,개방화장실,정시
천천면사무소 화장실,"전북특별자치도 장수군 천천면 장천로 1186 (봉덕리, 천천면사무소)",35.733436,127.532289,개방화장실,정시
방화동 오토캠핑장 화장실1,전북특별자치도 장수군 번암면 방화동로 778,35.59064179,127.5268761,공중화장실,상시
임실군청소년문화의 집 지하,전북특별자치도 임실군 임실읍 운수로 33-50,35.6143,127.2865,개방화장실,정시
시설사업소다목적체육관화장실,전북특별자치도 임실군 임실읍 호국로1643,35.3626,127.1658,공중화장실,정시
오수의견공원실외,전북특별자치도 임실군 오수면 금암리 261,35.5399,127.3325,개방화장실,정시
중부농기계임대사업소,전북특별자치도 임실군 임실읍 봉황로 371,35.62971,127.2901,개방화장실,정시
오수시장상인회교육장,전북특별자치도 임실군 오수면 오수로 156-2,35.5385,127.3278,개방화장실,정시
시설사업소3번실외화장실,전북특별자치도 임실군 임실읍 호국로1640,35.3626,127.1658,공중화장실,정시
관촌보건지소,전북특별자치도 임실군 관촌면 사선1길 4,35.6728,127.2716,개방화장실,정시
봉천주유소,전북특별자치도 임실군 오수면 춘향로 2036,35.5698449,127.3114,개방화장실,정시
사선대 1번화장실,전북특별자치도임실군 관촌면 덕천리481-5,35.6741,127.2757,공중화장실,정시
금암주유소,전북특별자치도 임실군 오수면 오수로 112,35.5368522,127.3323,공중화장실,정시
관촌시장(음식가),전북특별자치도 임실군 관촌면 관촌리 586,35.67843,127.2682,공중화장실,정시
임실군민회관 화장실,전북특별자치도 임실군 임실읍 호국로 1703,35.615,127.287,공중화장실,정시
임실버스터미널,전북특별자치도 임실군 임실읍 운수로 20,35.6149367,127.2831,개방화장실,정시
강진주유소,전북특별자치도 임실군 강진면 호국로 7,35.5298045,127.1602,개방화장실,정시
임실읍 행복누리원 1층,전북특별자치도 임실군 임실읍 봉황로 144,35.6209,127.2863,공중화장실,정시
호국원실외,전북특별자치도 임실군 강진면 호국로 420,35.5509,127.193,개방화장실,정시
지사면사무소,전북특별자치도 임실군 지사면 충효로 2437,35.5641,127.3573,개방화장실,정시
덕치주유소,전북특별자치도 임실군 덕치면 인덕로 1373,35.5076806,127.1564,개방화장실,정시
강진터미널,전북특별자치도 임실군 강진면 호국로 10,35.5295288,127.1608,개방화장실,정시
신평주유소,전북특별자치도 임실군 신평면 가덕로 698,35.6569556,127.229,개방화장실,정시
호국원묘역1,전북특별자치도 임실군 강진면 호국로 420,35.5509,127.193,개방화장실,정시
국립농산물품질관리원,전북특별자치도 임실군 임실읍 호국로 1556-10,35.606,127.2749,공중화장실,정시
홍곡리공원,전북특별자치도 임실군 삼계면 홍곡리1158,35.4891,127.2639,공중화장실,정시
북부권생활체육공원 화장실,전북특별자치도 임실군 관촌면 사선2길 122,35.676,127.277,공중화장실,정시
슬치주유소,전북특별자치도 임실군 관촌면 춘향로 3730,35.6906334,127.2541,개방화장실,정시
임실치즈테마파크1,전북특별자치도 임실군 성수면 도인2길 50,35.632786,127.3013,개방화장실,정시
문화체육센터,전북특별자치도 임실군 오수면 충효로 2096-16,35.544,127.332,공중화장실,정시
섬진강댐물문화관 화장실,전북특별자치도 임실군 운암면 강운로 1239,35.6063234,127.11,개방화장실,정시
관촌119지역대 1층 화장실,전북특별자치도 임실군 관촌면 사선10길 14,35.6735,127.2694,개방화장실,정시
임실치즈테마파크3,전북특별자치도 임실군 성수면 도인2길 50,35.632786,127.3013,개방화장실,정시
임실군청소년문화의 집 2층,전북특별자치도 임실군 임실읍 운수로 33-50,35.6143,127.2865,개방화장실,정시
임역주유소,전북특별자치도 임실군 임실읍 춘향로 2963,35.6342034,127.2866,공중화장실,정시
국사봉 전망대,전북특별자치도 임실군 운암면 국사봉로 653,35.63981,127.149311,개방화장실,정시
둔기보건진료소,전북특별자치도 임실군 오수면 둔기길 42,35.5068,127.3325,공중화장실,정시
호국원청사,전북특별자치도 임실군 강진면 호국로 420,35.5509,127.193,개방화장실,정시
운암면사무소,전북특별자치도 임실군 운암면 임운로 1884,35.6606,127.1604,개방화장실,정시
섬진강생활체육공원화장실,전북특별자치도 임실군 덕치면 강운로 11,35.5209,127.147,공중화장실,정시
선거마을,전북특별자치도 임실군 운암면 청운로 527,35.6045,127.1782,개방화장실,정시
슬치휴게소,전북특별자치도 임실군 관촌면 슬치리 251-1,35.69091,127.254,공중화장실,정시
청웅터미널,전북특별자치도 임실군 청웅면 청웅로 152,35.5692719,127.2015,개방화장실,정시
제일주유소,전북특별자치도 임실군 성수면 춘향로 2785,35.6275982,127.3041,개방화장실,정시
두꺼비주유소,전북특별자치도 임실군 임실읍 봉황로 391,35.6308848,127.2904,공중화장실,정시
송정보건진료소,전북특별자치도 임실군 삼계면 충효로 1451,35.5206,127.282,공중화장실,정시
덕치보건지소,전북특별자치도 임실군 덕치면 인덕로 1400,35.51,127.1578,개방화장실,정시
삼계보건지소,전북특별자치도 임실군 삼계면 충효로 1284-8,35.5073,127.2753,공중화장실,정시
양대박전승지,전북특별자치도 임실군 운암면 국사봉로 512,35.6441,127.1012,개방화장실,정시
덕치면농업인상담소,전북특별자치도 임실군 덕치면 회문2길 4,35.51041,127.1572,개방화장실,정시
오수(순천)휴게소,전북특별자치도 임실군 오수면 순천완주고속도로74,35.5403,127.3116,공중화장실,정시
새희망주유소,전북특별자치도 임실군 신평면 신덕평로 713,35.6592308,127.2483,공중화장실,정시
사선대 1번화장실,전북특별자치도 임실군 관촌면 덕천리481-5,35.674,127.276,공중화장실,정시
용산주유소,전북특별자치도 임실군 관촌면 춘향로 3140,35.6470044,127.2844,개방화장실,정시
신안주유소,전북특별자치도 임실군 임실읍 중동로 49,35.6130032,127.283,공중화장실,정시
신덕우체국,전북특별자치도 임실군 임실군 신덕면 수지로 99,35.6846,127.1782,개방화장실,정시
농산물가공센터,전북특별자치도 임실군 성수면 춘향로 2413,35.60205,127.3215,개방화장실,정시
성수보건지소,전북특별자치도 임실군 성수면 월삼로 356,35.6296,127.335,공중화장실,정시
상이암공원,전북특별자치도 성수면 성수리 산124,35.63495,127.418,공중화장실,정시
호국원묘역2,전북특별자치도 임실군 강진면 호국로 420,35.5509,127.193,공중화장실,정시
출렁다리주차장,전북특별자치도 임실군 운암면 입석리 309-3,35.6391,127.1521,개방화장실,정시
신덕보건지소,전북특별자치도 임실군 신덕면 수지로 102,35.6842,127.1785,개방화장실,정시
임실치즈테마파크2,전북특별자치도 임실군 성수면 도인2길 50,35.632786,127.3013,개방화장실,정시
임실치즈테마파크4,전북특별자치도 임실군 성수면 도인2길 50,35.632786,127.3013,개방화장실,정시
시설사업소예비군중대화장실,전북특별자치도 임실군 임실읍 호국로1640,35.3626,127.1658,공중화장실,정시
금강주유소,전북특별자치도 임실군 임실읍 봉황로 213,35.6184866,127.2836,공중화장실,정시
임실군보건의료원장례식장,전북특별자치도 임실군 임실읍 호국로 1680,35.5409,127.177,공중화장실,정시
강진보건지소,전북특별자치도 임실군 강진면 호국로 47-1,35.5303,127.1634,개방화장실,정시
학정제수지,전북특별자치도 임실군 삼계면 학정리1053,35.496,127.22401,공중화장실,정시
강진119지역대 1층 화장실,전북특별자치도 임실군 강진면 호국로 73,35.5294,127.1602,개방화장실,정시
청웅우체국,전북특별자치도 임실군 청웅면 구고리 414-3,35.57,127.2032,개방화장실,정시
일중리 섬안,전북특별자치도 임실군 덕치면 일중리 30-8,35.4836,127.1478,공중화장실,정시
성수면농업인상담소,전북특별자치도 임실군 성수면 양지리 1083-228,35.629187,127.3331,공중화장실,정시
호국원제1충령당,전북특별자치도 임실군 강진면 호국로 420,35.5509,127.193,개방화장실,정시
붕어섬3(휴광장),전북특별자치도 임실군 운암면 입석리 697-1,35.6339,127.1459,개방화장실,정시
지사우체국,전북특별자치도 임실군 지사면 충효로 2411,35.5622,127.3532,개방화장실,정시
임실소방서 본서 1층,전북특별자치도 임실군 임실읍 감천로 33,35.6126,127.289,개방화장실,정시
세심보건진료소,전북특별자치도 임실군 삼계면 세심길 80,35.4933,127.2446,공중화장실,정시
임실문화원 1층 화장실(공연장),전북특별자치도 임실군 임실읍 봉황로 131,35.613,127.278,개방화장실,정시
SK은하수주유소,전북특별자치도 임실군 오수면 춘향로 1827,35.5585765,127.3215,공중화장실,정시
이도령주유소,전북특별자치도 임실군 성수면 춘향로 2377,35.5986157,127.3199,개방화장실,정시
관촌우체국,전북특별자치도 임실군 관촌면 사선로 33,35.6733,127.2697,개방화장실,정시
사선대 3번화장실,전북특별자치도임실군 관촌면 덕천리786-19,35.6718,127.2751,공중화장실,정시
대성주유소,전북특별자치도 임실군 오수면 오수로 200,35.5419341,127.3256,개방화장실,정시
덕치면사무소,전북특별자치도 임실군 덕치면 인덕로 1401,35.5101,127.1573,공중화장실,정시
오수우체국,전북특별자치도 임실군 오수면 삼일로 19,35.5403,127.3271,개방화장실,정시
청웅면농업인상담소,전북특별자치도 임실군 청웅면 구고리 554-3,35.57278,127.2033,공중화장실,정시
임실시장,전북특별자치도 임실군 임실읍 운수로 26,35.6144558,127.2831,개방화장실,정시
우리주유소,전북특별자치도 임실군 성수면 춘향로 2554,35.614159,127.3225,개방화장실,정시
관촌터미널,전북특별자치도 임실군 관촌면 사선로 32,35.6727006,127.27,개방화장실,정시
오수(광양)주유소,전북특별자치도 임실군 오수면 순천완주고속도로 73,35.5409688,127.3103,개방화장실,정시
관촌대원주유소,전북특별자치도 임실군 관촌면 사선대 83,35.6707971,127.2737,개방화장실,정시
임실읍 행복누리원 2층,전북특별자치도 임실군 임실읍 봉황로 144,35.6209,127.2863,개방화장실,정시
붕어섬2(방문자센터),전북특별자치도 임실군 운암면 용운1길 202-57,35.6339,127.1459,개방화장실,정시
봉천보건진료소,전북특별자치도 임실군 오수면 봉천1길 7,35.5763,127.3127,공중화장실,정시
오수면농업인상담소 및 남부농기계임대사업소,전북특별자치도 임실군 오수면 오수로 195-60,35.54031,127.3228,공중화장실,정시
