name,road_address,latitude,longitude,toilet_type,open_time_type
정부대구지방합동청사,대구광역시 달서구 화암로 301,35.8046,128.5166,개방화장실,정시
명종주유소,대구광역시 달서구 월곡로 134-1,35.80911167,128.5481196,개방화장실,정시
달서별빛캠프 캠핑장(관리사무소),대구광역시 달서구 앞산순환로 248,35.8241,128.5571,개방화장실,상시
SK에너지(주) 삼성제일주유소,대구광역시 달서구 달구벌대로 1154,35.85107843,128.4935949,개방화장실,정시
백두병원,대구광역시 달서구 월배로 18,35.8115,128.5176,공중화장실,정시
동마 제1주유소,대구광역시 달서구 달구벌대로 1196,35.8513907,128.4983339,개방화장실,정시
에버그린주유소,대구광역시 달서구 새방로 87,35.86510774,128.5262782,개방화장실,정시
월성파출소,대구광역시 달서구 월성로  69,35.83089,128.528,개방화장실,상시
서남신시장,대구광역시 달서구 달구벌대로329길 32,35.8550704,128.5456122,공중화장실,정시
용산역,대구광역시 달서구 달구벌대로 지하 1476,35.850547,128.53838,개방화장실,정시
본리도서관,대구광역시 달서구 당산로 37-25,35.8405644,128.541858,개방화장실,불규칙
고려제일주유소,대구광역시 달서구 성서공단로54길 8,35.83416652,128.5113828,개방화장실,정시
달구벌재활스포츠센터,대구광역시 달서구 달구벌대로291길 100,35.853,128.5254,개방화장실,정시
우광주유소,대구광역시 달서구 진천로 87,35.81621915,128.5225093,개방화장실,정시
달서경찰서,대구광역시 달서구 학산로 55,35.83068,128.5337,개방화장실,정시
상인지구대,대구광역시 달서구 상인서로 36,35.815,128.5451,개방화장실,상시
두류역,대구광역시 달서구 달구벌대로 지하 1760,35.862197,128.57254,개방화장실,정시
계명문화대학교 보건관,대구광역시 달서구 달서대로 675,35.860653,128.490193,공중화장실,정시
와룡시장,대구광역시 달서구 성서서로 69길 7,35.85585,128.499333,공중화장실,정시
대구학생문화센터,대구광역시 달서구 용산로 181,35.85316,128.5295,개방화장실,정시
상인1동행정복지센터,대구광역시 달서구 상인서로 40,35.8143,128.545,개방화장실,정시
흥구석유(주)흥구용산주유소,대구광역시 달서구 평리로 78,35.85835081,128.5329367,개방화장실,정시
달서영어도서관,대구광역시 달서구 중흥로6길 10,35.8312519,128.5552707,개방화장실,불규칙
대덕승마장,대구광역시 달서구 앞산순환로 206,35.8215,128.5544,개방화장실,정시
보강병원,대구광역시 달서구 월배로 102,35.8135,128.5254,공중화장실,상시
대구달서우체국,대구광역시 달서구 학산로 65,35.83067981,128.534359,공중화장실,정시
대구공공시설관리공단 서부사업소 별관 화장실,대구광역시 달서대로 210,35.8230906,128.4968551,개방화장실,정시
지에스칼텍스(주)대곡주유소,대구광역시 달서구 상화로 302,35.80787614,128.546653,개방화장실,정시
계명문화대학교 음악관,대구광역시 달서구 달서대로 675,35.858275,128.490488,공중화장실,정시
올림픽기념국민생활관,대구광역시 달서구 학산로 130,35.8332,128.5406,개방화장실,정시
상인역,대구광역시 달서구 월배로 지하 223,35.818958,128.537879,개방화장실,정시
용산1동행정복지센터,대구광역시 달서구 용산로 212-7,35.856658,128.531221,개방화장실,정시
성서주유소,대구광역시 달서구 달구벌대로 1270,35.85146432,128.505995,개방화장실,정시
센트럴 빌딩,대구광역시 달서구 상원로 128,35.8199,128.5308,공중화장실,정시
대구LPG충전소,대구광역시 달서구 송현로 55,35.8230087,128.545787,개방화장실,정시
주식회사에이치씨대하에너지 죽전주유소,대구광역시 달서구 와룡로 150,35.84607933,128.5375572,개방화장실,정시
제3화장실,대구광역시 달서구 화암로342,35.475519,128.312876,개방화장실,정시
용산2동행정복지센터,대구광역시 달서구 선원로 278,35.8586,128.5233,개방화장실,정시
야외음악당입구화장실,대구광역시 달서구 두류동 597-3,35.85174249271,128.5558356903,개방화장실,상시
수목원 생활온천,대구광역시 달서구 상화로 79,35.8084,128.5228,개방화장실,정시
SK에너지(주)상인주유소,대구광역시 달서구 월배로 200,35.81793588,128.5354696,개방화장실,정시
달서구청소년수련관 운동장,대구광역시 달서구 상화로 406,35.80757,128.558684,개방화장실,상시
월성동 이래타워,대구광역시 달서구 조암로 29,35.8244,128.5269,공중화장실,상시
죽전동행정복지센터,대구광역시 달서구 와룡로 56길 26,37.56671867,126.8067375,개방화장실,정시
샬롬주유소,대구광역시 달서구 달서대로 58,35.81406195,128.5109264,개방화장실,정시
계명성서관리공단주유소,대구광역시 달서구 성서로35길 3,35.83227368,128.5065352,개방화장실,정시
유천동행정복지센터,대구광역시 달서구 조암로 175,35.8174255,128.5141095,개방화장실,정시
상인종합사회복지관,대구광역시 달서구 상화로 371,35.80867638,128.5522443,개방화장실,정시
본리동행정복지센터,대구광역시 달서구 당산로 37-14,35.8409,128.5431,개방화장실,정시
제2화장실,대구광역시 달서구 화암로342,35.475829,128.311467,개방화장실,정시
도원동행정복지센터,대구광역시 달서구 한실로 53,38.8074,128.5322,개방화장실,정시
성서국민체육센터,대구광역시 달서구 선원로 133,35.8596,128.5068,개방화장실,정시
계명대학교 동산병원,대구광역시 달서구 달구벌대로 1035,35.8538,128.48,공중화장실,상시
월배시장,대구광역시 달서구 월배로24길 13,35.81407363,128.5273983,공중화장실,정시
계명문화대학교 동산관(문화관),대구광역시 달서구 달서대로 675,35.860278,128.490961,공중화장실,정시
대곡파출소,대구광역시 달서구 갈밭로 51,35.80423,128.5286,개방화장실,상시
목재문화체험관,대구광역시 달서구 화암로342,35.480085,128.311154,개방화장실,정시
반고개역,대구광역시 달서구 달구벌대로 지하 1900,35.860179,128.564731,개방화장실,정시
대경주유소,대구광역시 달서구 앞산순환로 181,35.82069637,128.551239,개방화장실,정시
대성산업(주)대성유니드주유소,대구광역시 달서구 와룡로 248,35.85496679,128.5376757,개방화장실,정시
반도지화장실,대구광역시 달서구 성당동 195-1,35.84306596948,128.5598223496,개방화장실,상시
서대구시장,대구광역시 달서구 명덕로2길 30,35.86059904,128.5706851,공중화장실,상시
대구도원동우체국,대구광역시 달서구 도원로 6,35.8091662,128.5358533,공중화장실,정시
계명문화대학교 복지관,대구광역시 달서구 달서대로 675,35.858655,128.491666,공중화장실,정시
달서별빛캠프 캠핑장(데크캠핑장),대구광역시 달서구 앞산순환로 248,35.8235,128.5564,개방화장실,상시
수목원동양주유소,대구광역시 달서구 상화로 99,35.80839626,128.5245637,개방화장실,정시
체육공원화장실,대구광역시 달서구 공원순환로 118,35.84598014262,128.5526964093,개방화장실,상시
용계체육공원,대구광역시 달성군 가창로 1081-12,35.800547,128.621793,개방화장실,정시
현풍곽씨십이정려각,대구광역시 달성군 현풍읍 지동길 3,35.6672,128.4295,공중화장실,정시
구지면사무소,대구광역시 달성군 구지면 창리로11길 38,35.65879236,128.4135938,공중화장실,상시
용두주유소,대구광역시 달성군 다사읍 달구벌대로 355,35.86538323,128.4264408,개방화장실,정시
녹동서원 인근,대구광역시 달성군 가창면 우록길 229,35.722841,128.644919,공중화장실,정시
용연사,"대구광역시 달성군 옥포읍 용연사길 260, 용연사",35.74823684,128.5209241,공중화장실,정시
육신사(신),대구광역시 달성군 하빈면 육신사길 26,35.91116004,128.4165836,공중화장실,정시
대구테크비즈센터,대구광역시 달성군 현풍읍 테크노공원로 16,35.6907,128.4565,개방화장실,정시
대실역,"대구광역시 달성군 다사읍 달구벌대로 지하 888, 대실역",35.857278,128.465639,개방화장실,정시
곽망우당묘소,대구광역시 달성군 구지면 대암내길 28,35.629,128.4045,공중화장실,정시
논공읍사무소,대구광역시 달성군 논공읍 비슬로 1779,35.72280517,128.4554391,공중화장실,정시
가창우체국,대구광역시 달성군 가창면 가창로216길 1,35.80143992,128.6228068,공중화장실,정시
문양역,"대구광역시 달성군 다사읍 문양역길 71, 문양역",35.864082,128.437078,개방화장실,정시
화원동산 주차장,대구광역시 달성군 화원읍 사문진로1길 40-14,35.8118016,128.4788834,개방화장실,상시
다사우체국,대구광역시 달성군 다사읍 왕선로 39,35.86202242,128.4542032,공중화장실,상시
달성군민운동장(동편),대구광역시 달성군 논공읍 논공로 697-10,35.72956066,128.4518396,공중화장실,정시
달성보 통합관리센터,대구광역시 달성군 논공읍 비슬로 1193,35.736367,128.420372,개방화장실,상시
환경시설공단(달성사업소),"대구광역시 달성군 현풍읍 현풍서로 147, 달성사업소",35.69108829,128.4230829,공중화장실,정시
사문진 주막촌,대구광역시 달성군 화원읍 사문진로1길 43,35.81105329,128.4786571,공중화장실,정시
비슬구천공원,대구광역시 달성군 유가읍 테크노대로5길 96,35.697283,128.465521,공중화장실,상시
유곡공원,대구광역시 달성군 유가읍 테크노중앙대로1길 37,35.67292966,128.455761,공중화장실,정시
다사 영업소,대구광역시 달성군 다사읍 대구외곽순환고속도로 4,35.8497,128.4695,개방화장실,상시
옥포3호근린공원,대구광역시 달성군 옥포읍 비슬로 2003,35.78331712,128.4420048,공중화장실,정시
용연사 집단시설지구,대구광역시 달성군 옥포읍 용연사길 100-1,35.753969,128.504889,공중화장실,정시
비슬산 유스호스텔,대구광역시 달성군 유가읍 일연선사길 10,35.69248934,128.506128,공중화장실,상시
GS칼텍스(주) 유천IC주유소,대구광역시 달성군 화원읍 성천로 66,35.8034,128.4897,개방화장실,정시
대견사전기차회차지장애인화장실,"대구광역시 달성군 유가읍 일연선사길 177, 대견사",35.69631623,128.5296653,공중화장실,정시
마비정벽화마을,대구광역시 달성군 화원읍 마비정길 262-5,35.77876851,128.5416123,공중화장실,정시
낙동강물환경연구소,대구광역시 달성군 구지면 국가산단대로52길 24-11,35.653433,128.422212,공중화장실,정시
구름주유소,대구광역시 달성군 가창면 가창로 169,35.73229119,128.6658944,개방화장실,정시
(주)조광주유소,대구광역시 달성군 다사읍 세천로 98,35.873,128.4717,개방화장실,정시
송해공원 제2주차장,대구광역시 달성군 옥포읍 옥포로 306-32,35.7685,128.4887,공중화장실,정시
하빈행복생활문화센터,대구광역시 달성군 하빈면 하빈로172길 1,35.934,128.4666,개방화장실,정시
하빈파출소,대구광역시 달성군 하빈면 달구벌대로55길 58-4,37.5531163,126.8331774,공중화장실,정시
달성주민건강증진센터,"대구광역시 달성군 옥포읍 비슬로458길 6-2, 달성주민건강증진센터",35.78954097,128.4712815,공중화장실,정시
달성영업소,대구광역시 달성군 옥포읍 송촌길 229,35.7648,128.4769,개방화장실,상시
송해공원 제3주차장(2),대구광역시 달성군 옥포읍 옥포로 126-18,35.7809,128.48,공중화장실,정시
비슬산휴양림캠핑장관리사무소,"대구광역시 달성군 유가읍 일연선사길 99, 비슬산자연휴양림",35.69173056,128.5093538,공중화장실,정시
옥포우체국,"대구광역시 달성군 옥포읍 비슬로 2302, 옥포우체국",35.78924402,128.4640116,공중화장실,상시
죽곡근린공원,대구광역시 달성군 다사읍 대실역남로1길 12,35.8521,128.4658,공중화장실,정시
구지주유소,대구광역시 달성군 현풍읍 국가산단북로 368,35.65930274,128.413253,개방화장실,정시
화원유원지 축구장,대구광역시 달성군 화원읍 사문진로1길 33-18,35.8088591,12.84761649,공중화장실,상시
(주)캘리스코논공(광주) 휴게소,"대구광역시 달성군 논공읍 광주대구고속도로 169, 휴게소",35.7645,128.4025,개방화장실,정시
맛정한식뷔페,대구광역시 달성군 옥포읍 비슬로 2288,35.7902,128.4714,개방화장실,정시
유가파출소,대구광역시 달성군 유가읍 테크노상업로 99,35.69388838,128.4604636,공중화장실,상시
화원명곡숲,대구광역시 달성군 화원읍 화암로 26,35.7969,128.4913,공중화장실,정시
명곡체육공원,대구광역시 달성군 화원읍 인흥1길 12,35.79768772,128.5036032,공중화장실,정시
국민주유소,대구광역시 달성군 화원읍 사문진로 339,35.70047073,128.4413213,개방화장실,정시
국가산단3호근린공원,대구광역시 달성군 구지면 국가산단대로32길 34,35.65375517,128.4270666,공중화장실,상시
다사체육공원,대구광역시 달성군 다사읍 다사로 441,35.87335045,128.488158,개방화장실,정시
화원유원지주유소,대구광역시 달성군 화원읍 사문진로 346,35.80762231,128.4873964,개방화장실,정시
수상레저지원센터,대구광역시 달성군 구지면 구지서로 199,35.6723234,128.3706819,개방화장실,상시
비슬산휴양림관리사무소,대구광역시 달성군 유가읍 일연선사길 61,35.69003191,128.5129075,공중화장실,정시
달성군농업기술센터,"대구광역시 달성군 옥포읍 비슬로 2040, 달성군농업기술센터",35.782106,128.446734,공중화장실,정시
매곡CNG충전소,대구광역시 달성군 다사읍 달구벌대로 701-45,35.85313427,128.4484575,개방화장실,정시
논공공단주유소,대구광역시 달성군 논공읍 비슬로 1052,35.72889058,128.4325614,개방화장실,정시
국가물산업클러스터,대구광역시 달성군 구지면 국가산단대로40길 20,35.6469,128.4194,개방화장실,정시
비슬산휴양림주차장매점,대구광역시 달성군 유가읍 휴양림길 236,35.69334412,128.5058006,공중화장실,정시
달성시립도서관,"대구광역시 달성군 현풍읍 현풍동로19길 26, 대구광역시립달성도서관",35.69852242,128.4477723,공중화장실,정시
논공읍공단출장소,대구광역시 달성군 논공읍 논공중앙로33길 3,35.77427277,128.420333,공중화장실,상시
달성군종합사회복지관,대구광역시 달성군 논공읍 논공로 697-9,35.73043842,128.4519882,공중화장실,정시
디아크 문화관,대구광역시 달성군 다사읍 강정본길 57,35.838813,128.4682,개방화장실,불규칙
논공CNG충전소,대구광역시 달성군 논공읍 약산덧재길 56,35.74067404,128.4253135,개방화장실,정시
진천천,대구광역시 달성군 화원읍 진천천남자전거길 152,35.8142,128.5045,공중화장실,정시
고래들공원,대구광역시 달성군 현풍읍 테크노북로 92,35.6957,128.4534,공중화장실,정시
동화주유소,대구광역시 달성군 현풍읍 국가산단북로 356,35.66531236,128.4296267,개방화장실,정시
달성보주유소(전 대림주유소),대구광역시 달성군 논공읍 비슬로 1096,35.73125305,128.4285055,개방화장실,정시
환경자원사업소 목교화장실,대구광역시 달성군 다사읍 다사로 749,35.8859,128.5057,공중화장실,정시
대실근린공원,대구광역시 달성군 다사읍 대실역남로3길 38,35.8536,128.4692,공중화장실,정시
청소년문화의 집,대구광역시 달성군 가창면 가창로220길 8,35.802352,128.623385,개방화장실,정시
보성주유소,대구광역시 달성군 논공읍 비슬로 1380,35.74901903,128.406324,개방화장실,정시
유가사 주차장(구),대구광역시 달성군 유가읍 유가사길 144,35.71472925,128.5073691,공중화장실,정시
마비정버스정류장,대구광역시 달성군 화원읍 마비정길 262-4,35.77873447,128.5420186,공중화장실,정시
(주)우리주유소,대구광역시 달성군 화원읍 성화로 107,35.7974,128.4829,개방화장실,정시
세천늪근린공원,대구광역시 달성군 다사읍 세천로7길 70,35.8798,128.4707,공중화장실,정시
하빈면사무소,대구광역시 달성군 하빈면 하빈로84길 1,35.90092044,128.4455177,공중화장실,상시
여성문화복지센터,대구광역시 달성군 화원읍 성천로 5,35.79847442,128.4881804,공중화장실,정시
현풍주유소(마산방향),대구광역시 달성군 현풍읍 중부내륙지선고속도로 3,35.70163161,128.4349727,개방화장실,상시
옥포고속주유소,대구광역시 달성군 옥포읍 비슬로 2190,35.78770937,128.461267,개방화장실,정시
클린한정주유소,대구광역시 달성군 구지면 비슬로 167,35.6553,128.4519,개방화장실,정시
원주유소,대구광역시 달성군 현풍읍 국가산단북로 474,35.6682,128.4415,개방화장실,정시
화원역,대구광역시 달성군 화원읍 비슬로 지하 2600,35.804436,128.50066,개방화장실,정시
가람주유소(충전소),대구광역시 달성군 현풍읍 비슬로 799,35.70710228,128.4365955,개방화장실,정시
화원파출소,대구광역시 달성군 화원읍 비슬로 2595,35.8025,128.507,공중화장실,상시
흥구석유(주) 현풍고속주유소,대구광역시 달성군 현풍읍 국가산단북로 531,35.67182031,128.4461147,개방화장실,정시
구지시장,"대구광역시 달성군 구지면 구지시장길 46-8, 구지면 노인회관",35.65757246,128.4113308,공중화장실,정시
창리근린공원,대구광역시 달성군 구지면 과학마을로 16,35.655379,128.414063,공중화장실,정시
환경자원사업소 축구장,대구광역시 달성군 다사읍 다사로820,35.8826,128.5097,공중화장실,정시
하빈대교주유소,대구광역시 달성군 하빈면 하빈남로 600,35.87825614,128.3986237,개방화장실,정시
다사왕선주유소,대구광역시 달성군 다사읍 다사로 11,35.86293647,128.4641215,개방화장실,정시
정대2리마을쉼터,대구광역시 달성군 가창면 헐티로2길 2,35.74783696,128.5564432,공중화장실,정시
구지119안전센터,대구광역시 달성군 구지면 달성2차로 111,35.64005341,128.4189801,공중화장실,상시
쌍계오거리,대구광역시 달성군 유가읍 휴양림길 685,35.7004,128.4695,공중화장실,정시
다사지구대,대구광역시 달성군 다사읍 세천로 100,35.8739762,128.4745608,개방화장실,정시
환경자원사업소 테니스장,대구광역시 달성군 다사읍 다사로 781,35.8869,128.5099,공중화장실,정시
냉천음식지구,대구광역시 달성군 가창면 가창로176길 47,35.789676,128.632962,공중화장실,정시
남평문씨본리세거지 주차장,대구광역시 달성군 화원읍 인흥길 253,35.79220304,128.5183876,공중화장실,정시
달성공단우체국,대구광역시 달성군 논공읍 논공중앙로33길 9,35.73048738,128.4527097,공중화장실,정시
달성우체국,"대구광역시 달성군 현풍읍 비슬로130길 7, 달성우체국",35.69469798,128.4399435,공중화장실,정시
논공가톨릭치매센타,대구광역시 달성군 논공읍 논공로 210,35.72108832,128.4537325,개방화장실,정시
우리최고주유소,대구광역시 달성군 화원읍 사문진로 285,35.8092088,128.4807192,개방화장실,정시
달성습지 생태 학습관,대구광역시 달성군 화원읍 구라1길 88,35.8165136,128.4869776,개방화장실,불규칙
다사읍보건지소,대구광역시 달성군 다사읍 매곡로 7,35.86202314,128.4542036,공중화장실,정시
대구요양원,대구광역시 달성군 논공읍 논공중앙로 453,35.7461033,128.4778394,공중화장실,정시
성진주유소,대구광역시 달성군 구지면 국가산단남로 688,35.6351,128.4425,개방화장실,정시
명곡우체국,대구광역시 달성군 화원읍 화암로 76,35.79762611,128.4969872,공중화장실,정시
고봉리(고봉농협 옆),대구광역시 달성군 구지면 구지동로 51,35.6509,128.4384,공중화장실,정시
KT달성지사,"대구광역시 달성군 현풍읍 현풍동로 13, 달성전화국",35.69246008,128.447402,공중화장실,정시
가창LPG충전소,대구광역시 달성군 가창면 가창로199길 19,35.79321978,128.6290593,개방화장실,정시
현풍휴게소(상행)대구방향,"대구광역시 달성군 현풍읍 비슬로 741, 현풍휴게소",35.70201511,128.4384797,개방화장실,상시
강변오토캠핑장2,"대구광역시 달성군 구지면 구지서로 199, 낙동강 레포츠밸리 수상레저센터",35.402,128.2202,개방화장실,상시
다사읍서재출장소,대구광역시 달성군 다사읍 서재본길 25,35.86481448,128.4573053,공중화장실,상시
화원휴양림관리사무소,"대구광역시 달성군 화원읍 화원휴양림길 126, 화원자연휴양림",35.77179173,128.5367385,공중화장실,정시
현풍농협주유소,대구광역시 달성군 현풍읍 테크노북로 87,35.696,128.4525,개방화장실,정시
화원동산 전망대,대구광역시 달성군 화원읍 사문진로1길 40-14,35.812445,128.4834465,개방화장실,상시
가창농협주유소,대구광역시 달성군 가창면 가창로 1124,35.80435376,128.6232422,개방화장실,정시
역사문화체험관,대구광역시 달성군 화원읍 사문진로1길 40-14,35.8135727,128.4818342,공중화장실,정시
다사치안센터,대구광역시 달성군 다사읍 달구벌대로 800-1,35.86222607,128.4588123,공중화장실,상시
구지오토캠핑장,대구광역시 달성군 구지면 구지서로 199,35.4017,128.222,공중화장실,상시
논공읍보건지소,대구광역시 달성군 논공읍 비슬로 1779,35.774111,128.38645,개방화장실,정시
첨단산업단지근린공원,대구광역시 달성군 다사읍 세천남로 89,35.8687,128.474,공중화장실,정시
현풍하이패스주유소,대구광역시 달성군 현풍읍 비슬로 732,35.70170463,128.4397248,개방화장실,정시
용연사주차장,"대구광역시 달성군 옥포읍 용연사길 168, 용연사매표소",35.75195809,128.5111399,공중화장실,정시
다사읍주민자치센터,"대구광역시 달성군 다사읍 매곡로12길 37, 다사읍주민자치센터",35.8901191,128.4779466,공중화장실,정시
세명공단주유소,대구광역시 달성군 다사읍 세천로21길 38,35.87700972,128.4729064,개방화장실,정시
강변오토캠핑장1,"대구광역시 달성군 구지면 구지서로 199, 낙동강 레포츠밸리 수상레저센터",35.4019,128.2202,개방화장실,상시
달성문화원,"대구광역시 달성군 현풍읍 현풍동로 92, 달성문화원",35.69888271,128.451977,공중화장실,정시
도동서원,대구광역시 달성군 구지면 구지서로 726,35.70079791,128.3716864,공중화장실,정시
유가사등산로,대구광역시 달성군 유가읍 유가사길 197,35.7131,128.5055,공중화장실,정시
대견사전기차회차지,"대구광역시 달성군 유가읍 일연선사길 177, 대견사",35.69631623,128.5296653,공중화장실,정시
논공119안전센터,대구광역시 달성군 논공읍 논공중앙로33길 5,35.73010163,128.4530122,공중화장실,정시
여성문화복지센터(별관),"대구광역시 달성군 화원읍 성천로 5, 달성군여성문화복지센터",35.7988,128.4888,공중화장실,정시
흥구석유(주) 달성공단 주유소,대구광역시 달성군 논공읍 논공중앙로33길 21,35.73119832,128.4521582,개방화장실,정시
뿌리광장,대구광역시 달성군 논공읍 달성군청로3길 14,35.776846,128.429579,공중화장실,상시
농협농수산물유통센터,대구광역시 달성군 화원읍 성천로 9,35.78789322,128.4582974,공중화장실,정시
화원농협주유소,대구광역시 달성군 화원읍 사문진로 420,35.80467867,128.4945221,개방화장실,정시
포산주유소,대구광역시 달성군 현풍읍 비슬로 575,35.69016498,128.4452086,개방화장실,정시
다사읍사무소,대구광역시 달성군 다사읍 매곡로 7,35.87222571,128.4942619,공중화장실,상시
현풍주유소(대구방향),대구광역시 달성군 현풍읍 비슬로 741,35.70201511,128.4384797,개방화장실,상시
가창119안전센터,대구광역시 달성군 가창면 가창로 547,35.7624,128.6508,공중화장실,정시
달성군민체육관,"대구광역시 달성군 현풍읍 현풍중앙로 130, 달성군민체육관",35.7008,128.4411,공중화장실,정시
달성산업단지관리공단,대구광역시 달성군 논공읍 논공중앙로34길 1,35.72969265,128.4540436,공중화장실,정시
달성농수산물유통센터,대구광역시 달성군 유가읍 테크노공원로 91,35.6924,128.4631,개방화장실,상시
경인주유소,대구광역시 달성군 논공읍 논공로 842,35.72702647,128.4362282,개방화장실,정시
구지우체국,대구광역시 달성군 구지면 창리로11길 18,35.6578325,128.413133,공중화장실,정시
화남파출소,"대구광역시 달성군 화원읍 비슬로 2480, 화남파출소",35.79869057,128.4899366,공중화장실,상시
현풍파출소,"대구광역시 달성군 현풍읍 현풍중앙로 70, 현풍파출소",35.69563099,128.4451084,공중화장실,상시
늘푸른주유소,대구광역시 달성군 옥포읍 비슬로 2165,35.86116094,128.4541986,개방화장실,정시
기내미재,대구광역시 달성군 옥포읍 명곡로 421,35.7673,128.5122,공중화장실,정시
서재문화체육센터,대구광역시 달성군 다사읍 다사로 750,35.88428696,128.5032012,개방화장실,불규칙
구지면보건지소,대구광역시 달성군 구지면 창리로11길 38,35.65879236,128.4135938,공중화장실,정시
대구광역시립희망원,대구광역시 달성군 화원읍 명천로 58,35.80383523,128.5095826,공중화장실,정시
(주)캘리스코논공(대구) 휴게소,대구광역시 달성군 논공읍 광주대구고속도로 170,35.7674,128.4034,개방화장실,정시
옥포119안전센터,대구광역시 달성군 옥포읍 돌미로 93,35.781416,128.443749,개방화장실,상시
행운주유소,대구광역시 달성군 가창면 가창로 1045,35.7978,128.6245,개방화장실,정시
상수도사업본부 달성사업소,대구광역시 달성군 현풍읍 현풍중앙로 144-34,35.7,128.4433,공중화장실,정시
달성군청,대구광역시 달성군 논공읍 달성군청로 33 (달성군청),35.77466287,128.4313916,공중화장실,상시
냉천음식지구(2),대구광역시 달성군 가창면 가창로176길 14,35.789362,128.636534,공중화장실,정시
쌍용옥포주유소,대구광역시 달성군 옥포읍 옥포로 80,35.78439064,128.4759246,개방화장실,정시
달성교육지원청,대구광역시 달성군 옥포읍 비슬로 1934,35.7807,128.4344,공중화장실,정시
(주)캘리스코논공(대구)(주유소),대구광역시 달성군 논공읍 광주대구고속도로 170,35.7662,128.402,개방화장실,정시
옥포농협클린주유소,대구광역시 달성군 옥포읍 비슬로 2259,35.78957257,128.468402,개방화장실,정시
논공농협주유소,대구광역시 달성군 논공읍 비슬로314길 57,35.77599665,128.4253202,개방화장실,정시
육신사(구),대구광역시 달성군 하빈면 육신사길 64,35.91116004,128.4165836,공중화장실,정시
달성테크노스포츠센터 화장실,대구광역시 달성군 유가읍 테크노순환로7길 38,35.6845705,128.4628577,개방화장실,불규칙
화원우체국,대구광역시 달성군 화원읍 비슬로 2589,35.80427921,128.4996786,공중화장실,정시
대견사,"대구광역시 달성군 유가읍 일연선사길 177, 대견사",35.69631623,128.5296653,공중화장실,정시
유가읍사무소,"대구광역시 달성군 유가읍 테크노상업로 95, 유가읍사무소",35.6938854,128.4598183,공중화장실,상시
현풍119안전센터,"대구광역시 달성군 현풍읍 비슬로 480, 달성소방서",35.6825,128.4469,공중화장실,상시
가창체육공원,대구광역시 달성군 가창면 가창로 604,35.76720787,128.6507794,공중화장실,정시
유가우체국,"대구광역시 달성군 유가읍 비슬로64길 52-4, 유가우체국",35.67289199,128.4490233,공중화장실,정시
상리체육공원,대구광역시 달성군 현풍읍 현풍동로 86,35.697825,128.450936,공중화장실,정시
유가사 입구,"대구광역시 달성군 유가읍 유가사길 161, 대한불교조계종 유가사",35.71472925,128.5073691,공중화장실,상시
그린에너지프라자(충전소),대구광역시 달성군 논공읍 비슬로 1705,35.77055327,128.4131255,개방화장실,정시
논공현대주유소,대구광역시 달성군 논공읍 비슬로 1764,35.79929061,128.4871823,개방화장실,정시
참빛주유소,대구광역시 달성군 논공읍 논공로 199,35.72025721,128.4521084,개방화장실,정시
매곡119안전센터,대구광역시 달성군 다사읍 달구벌대로 753,35.8611,128.4542,공중화장실,상시
국민건강보험공단 달성지사,대구광역시 달성군 논공읍 달성군청로 32,35.7747,128.4289,개방화장실,정시
용연사주유소,대구광역시 달성군 옥포읍 옥포로 429,35.75858232,128.4927616,개방화장실,정시
화원시장 주차장,대구광역시 달성군 화원읍 인흥길 33-4,35.8012922,128.4990942,공중화장실,정시
하빈면보건지소,"대구광역시 달성군 하빈면 하빈로 423, 하빈면보건지소",35.90169144,128.4449513,공중화장실,정시
산업단지1호근린공원,대구광역시 달성군 구지면 달성2차로 105,35.64094216,128.4194242,공중화장실,정시
옥포4호근린공원,대구광역시 달성군 옥포읍 돌미로 58,35.77976488,128.4403348,공중화장실,정시
부성주유소,대구광역시 달성군 옥포읍 비슬로 1905,35.78013857,128.4319852,개방화장실,정시
도동유교문화관1,대구광역시 달성군 구지면 구지서로 716,35.4206,128.2216,공중화장실,정시
비슬산휴양림주차장,대구광역시 달성군 유가읍 휴양림길 236,35.69334231,128.5058006,공중화장실,상시
냉천2리 마을회관,"대구광역시 달성군 가창면 가창동로1길 22, 냉천2리마을회관",35.77749815,128.6500857,공중화장실,정시
다사농협클린주유소,대구광역시 달성군 다사읍 서재로 83,35.87101938,128.4964802,개방화장실,정시
(주)캘리스코논공(광주)(주유소),대구광역시 달성군 논공읍 광주대구고속도로 169,35.7654,128.4032,개방화장실,정시
봄봄봄주유소(충전소),대구광역시 달성군 구지면 달성2차로 159,35.6402304,128.4238364,개방화장실,정시
문산LPG충전소,대구광역시 달성군 다사읍 달구벌대로 432,35.86054772,128.4326377,개방화장실,정시
구지파출소,대구광역시 달성군 구지면 창리로11길 51,35.6595,128.4134,공중화장실,상시
논공파출소,대구광역시 달성군 논공읍 비슬로 1788,35.77287218,128.4191557,개방화장실,정시
환경시설관리공사 달성사업소,대구광역시 달성군 논공읍 논공중앙로 13,35.72397561,128.4368766,공중화장실,정시
달성주유소(충전소),대구광역시 달성군 현풍읍 논공로 66,35.71173479,128.4428886,개방화장실,정시
구지1호 공원 파크골프장,대구광역시 달성군 구지면 국가산단대로28길 18,35.6428,128.4198,공중화장실,상시
테크노폴리스중앙공원,대구광역시 달성군 유가읍 테크노공원로 60,35.69141534,128.4595877,공중화장실,정시
